#id	label	a1	a2
arg145468_arg133652	a1	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!
arg123178_arg129488	a1	i think with this growing condition Idia cannot replace other developed countries like USA LONDON AND other countries. <br/> Because most of the people are illitrate here so i think india cant.	Russell Peters is a master at making fun of these people.
arg106273_arg119997	a2	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)	The increasing population means less land, and less land means a big crowd on every place. India is able to win gold medal of corrosion, terrorism , illeteracy, violence, etc.
arg122478_arg133725	a1	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you
arg110540_arg649666	a2	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....
arg108959_arg110540	a1	india is is good adopter but a bad developer and leader should be a great developer	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!
arg145468_arg207311	a1	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA
arg129488_arg123962	a2	Russell Peters is a master at making fun of these people.	Ha ha, no. <br/> India was most successful when it was ruled by other empires, they cant even lead themselves.
arg133725_arg145468	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.
arg133725_arg127723	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........
arg132199_arg207311	a1	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	nope last time i checked rags were for scrubbing toilets not fricken headgear. Whooo! USA
arg126375_arg132199	a1	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.
arg217848_arg109565	a2	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.
arg133725_arg132199	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.
arg133652_arg126375	a2	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg109565_arg118415	a1	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.
arg133652_arg125382	a2	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!	with the cream layer quota system i don't prefer india to be leading the world in near future..... <br/> yes india have the potential.. but corruption , this quota system ( not helpful to anyone) , and the main reason brain drain , don't specialy help india in the matter....
arg128469_arg110540	a1	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!
arg109565_arg110540	a1	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!
arg129488_arg128469	a2	Russell Peters is a master at making fun of these people.	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!
arg106273_arg126375	a2	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg217848_arg122478	a2	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .
arg108968_arg126375	a2	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg125382_arg217848	a1	with the cream layer quota system i don't prefer india to be leading the world in near future..... <br/> yes india have the potential.. but corruption , this quota system ( not helpful to anyone) , and the main reason brain drain , don't specialy help india in the matter....	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.
arg105946_arg106123	a1	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	Hahaha really? <br/> This debate is ridiculous. <br/> NO they don't. <br/> They're practically a 3rd world country.
arg105946_arg155750	a1	Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! <br/> I'm going to get down-voted and insulted, but everything I have written is the truth.	stupid india they actually really suck. so, BOO INDIA BOO!
arg128469_arg106123	a1	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!	Hahaha really? <br/> This debate is ridiculous. <br/> NO they don't. <br/> They're practically a 3rd world country.
arg128469_arg145468	a2	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.
arg109565_arg108968	a1	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)
arg126375_arg125382	a1	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	with the cream layer quota system i don't prefer india to be leading the world in near future..... <br/> yes india have the potential.. but corruption , this quota system ( not helpful to anyone) , and the main reason brain drain , don't specialy help india in the matter....
arg118518_arg127723	a1	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........
arg109565_arg106123	a1	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	Hahaha really? <br/> This debate is ridiculous. <br/> NO they don't. <br/> They're practically a 3rd world country.
arg133652_arg124182	a2	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home
arg133726_arg126375	a2	syona if look at glance, then most of us are unable to specify any solid solutions by which we can remove the hurdle in our progress from root.we all are very much aware of problems but unable to give solutions.they are criticizing government,terrorism and so on.no one realizes that being a citizen what is our duty? <br/> everyone should understand abt. their importance and role for country.Because a good citizen,a criminal,terrorist,corrupted politician, everyone is human, then why a human is creating problem for another human.I hope you will think my views and reply me soon.	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg122478_arg110540	a1	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!
arg108959_arg133725	a1	india is is good adopter but a bad developer and leader should be a great developer	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you
arg129488_arg109565	a2	Russell Peters is a master at making fun of these people.	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.
arg108968_arg122478	a2	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .
arg133652_arg118214	a2	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!	i dont think soooo even as an indian citizen.........because of soo much unemployment i dont think the gdp of india will increase in the next 5 years....... they dont even have enough funds to feed all the poor..how can we even imagine them to lead the world...........
arg119997_arg217848	a1	The increasing population means less land, and less land means a big crowd on every place. India is able to win gold medal of corrosion, terrorism , illeteracy, violence, etc.	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.
arg133726_arg128469	a2	syona if look at glance, then most of us are unable to specify any solid solutions by which we can remove the hurdle in our progress from root.we all are very much aware of problems but unable to give solutions.they are criticizing government,terrorism and so on.no one realizes that being a citizen what is our duty? <br/> everyone should understand abt. their importance and role for country.Because a good citizen,a criminal,terrorist,corrupted politician, everyone is human, then why a human is creating problem for another human.I hope you will think my views and reply me soon.	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!
arg108968_arg118214	a2	When the U.S. fought the Brits for their independence, the Brits wore a red uniform. Every time the Americans saw a British soldier, they would yell, "The red coats are coming, the red coats are coming." <br/> If India ever tried to take over the U.S., Americans would be forced to yell, "The red dots are coming, the red dots are coming." ;)	i dont think soooo even as an indian citizen.........because of soo much unemployment i dont think the gdp of india will increase in the next 5 years....... they dont even have enough funds to feed all the poor..how can we even imagine them to lead the world...........
arg126375_arg124182	a1	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home
arg649666_arg217848	a1	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.
arg118518_arg155750	a1	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	stupid india they actually really suck. so, BOO INDIA BOO!
arg133725_arg649666	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....
arg118518_arg106273	a1	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	India will never lead the world as long as no one can understand what they are saying with their freaking accent ;)
arg126375_arg155750	a1	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	stupid india they actually really suck. so, BOO INDIA BOO!
arg649666_arg129488	a1	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	Russell Peters is a master at making fun of these people.
arg118518_arg206923	a1	India... where they have like a whole class of opressed people and a huge wealth differences? And with a language that the majority of the world can't understand and doesn't want to understand? India's education quality has nothing compared to Western education and it's the superpowers that control the world's economy. <br/> I highly doubt India will ever lead the world, and it doesn't even have the potential to. It should leave that to the superpowers.	this does not even make sense no one country should lead the world we all started together and thats the way it should end and everyone has there ways this is just not logical at all
arg133725_arg119997	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	The increasing population means less land, and less land means a big crowd on every place. India is able to win gold medal of corrosion, terrorism , illeteracy, violence, etc.
arg217848_arg126375	a2	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg110540_arg118214	a2	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!	i dont think soooo even as an indian citizen.........because of soo much unemployment i dont think the gdp of india will increase in the next 5 years....... they dont even have enough funds to feed all the poor..how can we even imagine them to lead the world...........
arg649666_arg206923	a1	India has Strong Military Neighbors (China & Pakistan)...India has bad relation with Pakistan as they have territorial disputes and also fought 4 wars for this... and as far as china , India relation also become tense with china...due rise of territorial disputes and India interference in Pakistan....as Pakistan China has long term plans ....for example Pak China Economic Corridor and Gawadar Mega Oil City....	this does not even make sense no one country should lead the world we all started together and thats the way it should end and everyone has there ways this is just not logical at all
arg132199_arg133652	a1	according to a recent report 50% scientists in NASA are indian IITians, just imagine that if those scientists will join ISRO then our status,value and astronomical knowledge of india will definetly increase. <br/> Now,think abt. IITians,students who are qualifying iit, they are known to be superbrain.If India is capable of opening hitech institutions,then why we are unable provide them a perfect job of their level.we are giving international status of education.then why unable to take best advantages from them.this is due to brain drain,lack of industrial development,suitable working environment as well as proper salary.so its the need of the hour to improve our industrial sector.	wow! syona i m very much impressed by your views. from where did you get these unique datas,i kindly request you to submit more pts. like all these plz. don't mind my words syona, but all these special datas are accurate?reply me soon!
arg118415_arg126375	a2	As we know that India is fully filled with corruption. Each and every person have no time to help others, his only aim is to earn money in any way.Our manners and civilization are reducing and reducing every day.	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg217848_arg108959	a2	Why should India lead the world???!!! <br/> Kill all the politicians first and India will be developed tomorrow.	india is is good adopter but a bad developer and leader should be a great developer
arg133725_arg124182	a2	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home
arg126375_arg110540	a1	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"	no way! screw off! China will dominate, if not, US will. india will never get the chance to ruin the world!
arg109565_arg133725	a1	India will not lead the world because the gap between the rich and poor is too great and they still heavily believe in the caste system.	i m student of class 11 .I have to take part in dbt. that' s why asked you,plz.give me more datas.i will be highly obliged to you
arg145468_arg124182	a1	All we can say is a big IF because we are not yet 100% sure if this nation itself could lead the whole world. Who knows maybe in the future that India could fail to lead us. There are still other countries who are more progressive, more literated, more powerful than India, like the USA, United Kingdom, Russia, Japan, etc. This nation doesn't have yet enought potentials and ability to sustain the needs of the people. India is not yet that full of technologies like in the Americas. Well in fact technology is one of the most sophisticated and essential inventions ever created.	i strongly believe that India cannot lead . u people talk about the 7th , 3rd , 2nd rank of India in area defense and arable land respectively but here we r talking about the supreme power we cant rely on 2nd or 3rd. moreover the people r lazy they don't have the time 2 think about country's development they r happy at their home
arg128469_arg126375	a2	First of, India does NOT have the potential to "rule" the world because have you seen the people? Good Indian people with good minds are in some foreign country getting a Nobel prize while the others are just stuck ups who don't do anything and push the people who come up, down. Nobody actually lets anyone succeed. That's why!	well, India is finding difficult to manage itself first...so there's no question of leading the world so far....but still if we compare so lets have a look at the following points: <br/> 1. almost 90% of India is illiterate(don't be sure of the percentage), so an illiterate country can't lead the world.... <br/> 2.India is more into castes, politics, religions and less into development. <br/> 3.the most important thing is that India doesn't have confidence on itself and is still cursing itself... <br/> So if it goes on so then it is difficult or even impossible to say that "INDIA WILL LEAD THE WORLD WHEN IT CANNOT LEAD ITSELF!!"
arg155750_arg122478	a2	stupid india they actually really suck. so, BOO INDIA BOO!	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .
arg122478_arg106123	a1	i think, the india is not ready to lead the world because of many reasons.. <br/> 1.) the politians of our country are involved in black money cases. they try to gain or earn money as possible. <br/> 2.) they always try to make a big issue of useless topics. e.g., if a politian says something about another politian, they try to make it a big issue .	Hahaha really? <br/> This debate is ridiculous. <br/> NO they don't. <br/> They're practically a 3rd world country.
